Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number,Random Number
Valley St / Fairview Av N,Aid Response,5/9/19 09:46,47.625769,-122.334353,POINT (-122.334353 47.625769),F190046881,680
311 Cedar St,Aid Response,7/1/19 01:09,47.617206,-122.348802,POINT (-122.348802 47.617206),F190068777,681
4500 15th Av Nw,MVI - Motor Vehicle Incident,6/6/19 12:11,47.661872,-122.376106,POINT (-122.376106 47.661872),F190058834,682
4500 15th Av Nw,MVI - Motor Vehicle Incident,6/6/19 12:11,47.661872,-122.376106,POINT (-122.376106 47.661872),F190058835,683
6231 22nd Av Ne,Aid Response,6/6/19 12:12,47.67381,-122.304416,POINT (-122.304416 47.67381),F190058836,684
521 Wall St,Aid Response,6/6/19 12:12,47.617499,-122.345128,POINT (-122.345128 47.617499),F190058837,685
1126 M L King Jr Way,Aid Response,6/6/19 12:13,47.611729,-122.296223,POINT (-122.296223 47.611729),F190058838,686
12th Av S / S Weller St,Medic Response,6/6/19 12:14,47.5975,-122.317227,POINT (-122.317227 47.5975),F190058839,687
Fremont Av N / N Allen Pl,Aid Response,5/9/19 09:51,47.660763,-122.350032,POINT (-122.350032 47.660763),F190046883,688
1869 E Yesler Way,Aid Response,5/9/19 09:52,47.601677,-122.308042,POINT (-122.308042 47.601677),F190046885,689
7539 Brooklyn Av Ne,Aid Response,5/9/19 09:57,47.68342,-122.31423,POINT (-122.31423 47.68342),F190046886,690
10041 39th Av Sw,Aid Response Yellow,5/9/19 10:03,47.513395,-122.381823,POINT (-122.381823 47.513395),F190046887,691
8817 16th Av Sw,Aid Response,5/9/19 10:15,47.524548,-122.355085,POINT (-122.355085 47.524548),F190046890,692
11616 Aurora Av N,Illegal Burn,4/26/19 07:19,47.713747,-122.344837,POINT (-122.344837 47.713747),F190041681,693
11 W Aloha St,Aid Response,7/1/19 01:17,47.627192,-122.356823,POINT (-122.356823 47.627192),F190068780,694
9009 Greenwood Av N,Aid Response,5/23/19 15:21,47.69429,-122.35534,POINT (-122.35534 47.69429),F190052394,695
2421 2nd Av,Aid Response,5/23/19 15:21,47.614922,-122.347144,POINT (-122.347144 47.614922),F190052395,696
1400 6th Av,Aid Response,5/23/19 15:24,47.61015,-122.333556,POINT (-122.333556 47.61015),F190052396,697
500 5th Av,Aid Response,5/23/19 15:29,47.602985,-122.328535,POINT (-122.328535 47.602985),F190052399,698
505 NE 70TH ST,Auto Fire Alarm,5/2/19 18:36,47.679478,-122.322726,POINT (-122.322726 47.679478),F190044284,699
1929 Queen Anne Av N,Aid Response,5/2/19 18:39,47.636128,-122.356953,POINT (-122.356953 47.636128),F190044286,700
410 4TH AV,Aid Response,5/23/19 15:31,47.60188,-122.329038,POINT (-122.329038 47.60188),F190052400,701
410 4th Av,Aid Response,5/23/19 15:35,47.60188,-122.329038,POINT (-122.329038 47.60188),F190052402,702
3rd Av / Pike St,Aid Response,5/23/19 15:35,47.60975,-122.337793,POINT (-122.337793 47.60975),F190052403,703
424 Minor Av N,Aid Response,5/23/19 15:36,47.622242,-122.332995,POINT (-122.332995 47.622242),F190052405,704
1648 S Lane St,Aid Response,5/23/19 15:36,47.596649,-122.310953,POINT (-122.310953 47.596649),F190052404,705
1st Av Nw / Nw 116th St,Aid Response,5/23/19 15:37,47.712847,-122.358192,POINT (-122.358192 47.712847),F190052407,706
525 14th Av E,Aid Response Yellow,5/23/19 15:38,47.623391,-122.314649,POINT (-122.314649 47.623391),F190052408,707
7457 24th Av Nw,Trans to AMR,5/23/19 15:57,47.682787,-122.387557,POINT (-122.387557 47.682787),F190052412,708
1915 1st Av W,Medic Response,5/23/19 16:00,47.635807,-122.358298,POINT (-122.358298 47.635807),F190052413,709
2808 Sw Bataan St,Investigate Out Of Service,5/23/19 16:06,47.546053,-122.368701,POINT (-122.368701 47.546053),F190052418,710
10th Av / E Union St,Aid Response,7/1/19 01:20,47.61294,-122.319435,POINT (-122.319435 47.61294),F190068781,711
318 2nd Av Et S,Aid Response,5/16/19 07:14,47.600194,-122.330541,POINT (-122.330541 47.600194),F190049662,712
1102 E Spruce St,Aid Response,5/2/19 18:43,47.603517,-122.318076,POINT (-122.318076 47.603517),F190044287,713
Rainier Av S / S Henderson St,Aid Response,5/2/19 18:45,47.523307,-122.269986,POINT (-122.269986 47.523307),F190044289,714
6036 Lanham Pl Sw,Investigate Out Of Service,7/1/19 01:27,47.548105,-122.373682,POINT (-122.373682 47.548105),F190068785,715
6025 Lanham Pl Sw,Aid Response,6/6/19 12:15,47.548171,-122.373688,POINT (-122.373688 47.548171),F190058840,716
12720 33RD AV NE,Hang-Up- Aid,6/6/19 12:19,47.720798,-122.292554,POINT (-122.292554 47.720798),F190058842,717
325 9th Av,Scenes Of Violence 7,7/1/19 01:30,47.603588,-122.322949,POINT (-122.322949 47.603588),F190068786,718
4294 Whitman Ln Ne,Auto Fire Alarm,7/1/19 01:32,47.65962,-122.304368,POINT (-122.304368 47.65962),F190068787,719
3002 Nw 70th St,Aid Response,6/20/19 17:07,47.679485,-122.395709,POINT (-122.395709 47.679485),F190064589,720
607 3rd Av,Medic Response,4/26/19 12:37,47.602813,-122.331449,POINT (-122.331449 47.602813),F190041802,721
300 Occidental Av S,Aid Response,4/26/19 12:37,47.599884,-122.33288,POINT (-122.33288 47.599884),F190041803,722
13737 30th Av Ne,Medic Response- 7 per Rule,4/26/19 12:44,47.72818,-122.296431,POINT (-122.296431 47.72818),F190041806,723
2931 S Mount Baker Blvd,Aid Response,4/26/19 12:54,47.575875,-122.294935,POINT (-122.294935 47.575875),F190041808,724
2721 4th Av,Aid Response,5/16/19 07:20,47.617908,-122.34823,POINT (-122.34823 47.617908),F190049663,725
6th Av / Olive Way,Aid Response,5/2/19 18:45,47.61313,-122.336282,POINT (-122.336282 47.61313),F190044290,726
3105 S Adams St,Aid Response,5/2/19 18:46,47.565206,-122.293881,POINT (-122.293881 47.565206),F190044291,727
5th Av / James St,Aid Response,7/1/19 01:37,47.603698,-122.329187,POINT (-122.329187 47.603698),F190068789,728
4829 Sw Barton St,Aid Response,7/1/19 01:37,47.523174,-122.393181,POINT (-122.393181 47.523174),F190068791,729
2531 29th Av S,Automatic Medical Alarm,7/1/19 01:39,47.580147,-122.295178,POINT (-122.295178 47.580147),F190068790,730
1610 2nd Av,Aid Response,6/20/19 17:12,47.610299,-122.339831,POINT (-122.339831 47.610299),F190064590,731
Edgar Martinez Dr S / 4th Av S,Aid Response,6/20/19 17:12,47.590311,-122.32905,POINT (-122.32905 47.590311),F190064591,732
2100 4th Av,Aid Response,6/20/19 17:14,47.613831,-122.341333,POINT (-122.341333 47.613831),F190064593,733
4544 7th Av Ne,Automatic Medical Alarm,5/2/19 18:52,47.662004,-122.320724,POINT (-122.320724 47.662004),F190044293,734
2931 S Mount Baker Blvd,Aid Response,5/2/19 19:04,47.575875,-122.294935,POINT (-122.294935 47.575875),F190044295,735
12544 27th Av Ne,Aid Response,5/2/19 19:11,47.719694,-122.299092,POINT (-122.299092 47.719694),F190044297,736
1128 13th Av,Alarm Bell,5/23/19 17:52,47.611679,-122.315437,POINT (-122.315437 47.611679),F190052457,737
S Holgate St / 4th Av S,Aid Response,6/6/19 12:24,47.58617,-122.329062,POINT (-122.329062 47.58617),F190058844,738
2839 14th Av W,Medic Response,5/23/19 16:12,47.645124,-122.374872,POINT (-122.374872 47.645124),F190052420,739
1015 3rd Av,Medic Response,5/23/19 16:18,47.605726,-122.334112,POINT (-122.334112 47.605726),F190052427,740
4404 52nd Av Ne,Automatic Fire Alarm Resd,5/23/19 16:18,47.660126,-122.271958,POINT (-122.271958 47.660126),F190052426,741
1423 Nw Market St,Fuel Spill,5/23/19 16:22,47.668665,-122.374178,POINT (-122.374178 47.668665),F190052428,742
Sb I5 At Mid Boeing Field,MVI - Motor Vehicle Incident,5/23/19 16:27,47.545461,-122.308073,POINT (-122.308073 47.545461),F190052429,743
173 S Washington St,Aid Response,5/23/19 16:30,47.600881,-122.332252,POINT (-122.332252 47.600881),F190052430,744
5270 Rainier Av S,Aid Response,5/23/19 16:31,47.554937,-122.282393,POINT (-122.282393 47.554937),F190052431,745
1005 Terrace St,Aid Response,7/1/19 05:35,47.604615,-122.32228,POINT (-122.32228 47.604615),F190068826,746
1004 S Cloverdale St,Aid Response,6/20/19 17:24,47.526457,-122.320229,POINT (-122.320229 47.526457),F190064595,747
510 Minor Av N,Auto Fire Alarm,6/20/19 17:27,47.623222,-122.333001,POINT (-122.333001 47.623222),F190064596,748
823 Madison St,Auto Fire Alarm,5/16/19 07:33,47.608054,-122.32821,POINT (-122.32821 47.608054),F190049666,749
1427 10th Av,Aid Response,6/20/19 17:33,47.613244,-122.319438,POINT (-122.319438 47.613244),F190064598,750
5000 SW CHARLESTOWN ST,Aid Response,6/20/19 17:35,47.570301,-122.396101,POINT (-122.396101 47.570301),F190064599,751
14002 Linden Av N,Aid Response,6/20/19 17:42,47.730569,-122.347758,POINT (-122.347758 47.730569),F190064601,752
510 24th Av S,Auto Fire Alarm,6/20/19 17:43,47.597822,-122.301158,POINT (-122.301158 47.597822),F190064600,753
548 15th Av,Medic Response,6/20/19 17:47,47.606628,-122.312857,POINT (-122.312857 47.606628),F190064602,754
1005 Terrace St,Aid Response Yellow,5/16/19 07:44,47.604615,-122.32228,POINT (-122.32228 47.604615),F190049668,755
431 Nw 100th Pl,Water Job Minor,5/16/19 07:51,47.702746,-122.363403,POINT (-122.363403 47.702746),F190049671,756
2200 7th Av,Aid Response,4/26/19 08:53,47.616595,-122.340055,POINT (-122.340055 47.616595),F190041707,757
301 Pike St,Aid Response,5/16/19 07:59,47.609755,-122.337782,POINT (-122.337782 47.609755),F190049673,758
800 Jefferson St,Medic Response,7/1/19 01:55,47.604377,-122.325207,POINT (-122.325207 47.604377),F190068793,759
1020 S Myrtle St,Aid Response,6/6/19 12:26,47.539433,-122.320138,POINT (-122.320138 47.539433),F190058845,760
304 N 36th St,Aid Response,5/2/19 19:11,47.652466,-122.355451,POINT (-122.355451 47.652466),F190044299,761
5956 42nd Av Sw,Aid Response,5/2/19 19:11,47.549248,-122.38566,POINT (-122.38566 47.549248),F190044298,762
25th Av Sw / Sw Henderson St,Aid Response,6/6/19 12:31,47.522853,-122.364537,POINT (-122.364537 47.522853),F190058847,763
4th Av / Pine St,Aid Response,6/20/19 17:51,47.611207,-122.337592,POINT (-122.337592 47.611207),F190064604,764
Alaskan Way / Lenora St,Aid Response,6/20/19 17:53,47.609994,-122.346301,POINT (-122.346301 47.609994),F190064605,765
83 S Washington St,Aid Response,6/20/19 17:58,47.600884,-122.334713,POINT (-122.334713 47.600884),F190064606,766
M L King Jr Way S / S Kenyon St,Aid Response,6/20/19 18:03,47.531537,-122.280793,POINT (-122.280793 47.531537),F190064607,767
2211 Queen Anne Av N,Aid Response,6/20/19 18:04,47.638444,-122.356926,POINT (-122.356926 47.638444),F190064608,768
517 3rd Av,Trans to AMR,6/20/19 18:11,47.602172,-122.330863,POINT (-122.330863 47.602172),F190064609,769
2024 3rd Av,Aid Response,6/20/19 18:13,47.612578,-122.341197,POINT (-122.341197 47.612578),F190064610,770
828 Poplar Pl S,Aid Response,6/20/19 18:18,47.595329,-122.312455,POINT (-122.312455 47.595329),F190064611,771
1523 Thorndyke Av W,Medic Response,4/26/19 07:23,47.632616,-122.391875,POINT (-122.391875 47.632616),F190041682,772
922 E Pike St,Aid Response,7/1/19 02:24,47.614078,-122.320481,POINT (-122.320481 47.614078),F190068794,773
901 Rainier Av S,Aid Response,7/1/19 02:25,47.594356,-122.310367,POINT (-122.310367 47.594356),F190068795,774
1902 2nd Av,Aid Response,4/26/19 10:25,47.610972,-122.340465,POINT (-122.340465 47.610972),F190041743,775
2720 E Madison St,Auto Fire Alarm,4/26/19 10:32,47.623153,-122.296667,POINT (-122.296667 47.623153),F190041747,776
3426 Wallingford Av N,Aid Response,4/26/19 10:32,47.648339,-122.336348,POINT (-122.336348 47.648339),F190041748,777
3920 East Stevens Way Ne,Auto Fire Alarm,4/26/19 10:35,47.655069,-122.304604,POINT (-122.304604 47.655069),F190041749,778
109 23rd Av E,Trans to AMR,4/26/19 13:46,47.619215,-122.302545,POINT (-122.302545 47.619215),F190041832,779
NB I5 AT SPOKANE,MVI Freeway,4/26/19 07:28,47.552107,-122.316869,POINT (-122.316869 47.552107),F190041683,780
4251 Aurora Av N,Aid Response,7/1/19 02:34,47.65932,-122.347386,POINT (-122.347386 47.65932),F190068798,781
13014 37th Av Ne,Aid Response,7/1/19 02:36,47.723065,-122.288605,POINT (-122.288605 47.723065),F190068799,782
517 3rd Av,Aid Response,5/2/19 19:25,47.602172,-122.330863,POINT (-122.330863 47.602172),F190044308,783
400 S WASHINGTON ST,Aid Response,7/1/19 02:42,47.600875,-122.328963,POINT (-122.328963 47.600875),F190068800,784
3020 Ne 127th St,AFA4 - Auto Alarm 2 + 1 + 1,6/6/19 12:41,47.721092,-122.295892,POINT (-122.295892 47.721092),F190058849,785
1828 Yale Av,Trans to AMR,6/6/19 12:46,47.617717,-122.330057,POINT (-122.330057 47.617717),F190058851,786
3019 S Brighton St,Trans to AMR,4/26/19 07:31,47.541318,-122.293091,POINT (-122.293091 47.541318),F190041685,787
12035 Aurora Av N,Medic Response,7/1/19 02:43,47.716786,-122.344889,POINT (-122.344889 47.716786),F190068801,788
2200 S Main St,Aid Response,7/1/19 03:06,47.600322,-122.30329,POINT (-122.30329 47.600322),F190068805,789
Airport Way S / S Royal Brougham Way,Aid Response,7/1/19 03:06,47.592782,-122.322769,POINT (-122.322769 47.592782),F190068804,790
7737 33rd Av Nw,Aid Response Yellow,5/16/19 09:09,47.685149,-122.399365,POINT (-122.399365 47.685149),F190049693,791
725 9th Av,Aid Response,5/23/19 19:17,47.606444,-122.325563,POINT (-122.325563 47.606444),F190052483,792
328 N 104th St,Aid Response Yellow,5/2/19 20:26,47.704358,-122.355065,POINT (-122.355065 47.704358),F190044332,793
116 Stewart St,Trans to AMR,5/2/19 20:26,47.610387,-122.341198,POINT (-122.341198 47.610387),F190044333,794
1634 19th Av,Auto Fire Alarm,5/2/19 20:29,47.615761,-122.307433,POINT (-122.307433 47.615761),F190044334,795
621 3rd Av,Aid Response,5/2/19 20:36,47.602915,-122.331542,POINT (-122.331542 47.602915),F190044336,796
8825 Rainier Av S,Auto Fire Alarm,5/9/19 11:03,47.52455,-122.269981,POINT (-122.269981 47.52455),F190046899,797
3033 California Av Sw,Aid Response,5/2/19 19:28,47.576766,-122.386721,POINT (-122.386721 47.576766),F190044310,798
820 Nw 95th St,Aid Response,5/2/19 19:28,47.697867,-122.367016,POINT (-122.367016 47.697867),F190044311,799
2208 15th Av W,Auto Fire Alarm,5/30/19 16:05,47.638695,-122.376149,POINT (-122.376149 47.638695),F190056141,800
325 9th Av,Aid Response,5/2/19 19:37,47.603588,-122.322949,POINT (-122.322949 47.603588),F190044314,801
1215 Thomas St,Medic Response,6/20/19 21:57,47.620815,-122.332585,POINT (-122.332585 47.620815),F190064684,802
3300 1st Av S,Aid Response,5/23/19 17:40,47.574386,-122.334204,POINT (-122.334204 47.574386),F190052450,803
Flora Av S / S Myrtle St,Aid Response,5/23/19 17:42,47.539432,-122.321545,POINT (-122.321545 47.539432),F190052452,804
7547 24th Av Nw,Trans to AMR,5/23/19 17:43,47.683599,-122.387565,POINT (-122.387565 47.683599),F190052453,805
N 143rd St / Greenwood Av N,MVI - Motor Vehicle Incident,5/23/19 17:46,47.732314,-122.355567,POINT (-122.355567 47.732314),F190052454,806
3600 Ne 45th St,Auto Fire Alarm,5/23/19 17:49,47.661151,-122.289221,POINT (-122.289221 47.661151),F190052455,807
10548 5th Av Ne,Aid Response,6/20/19 18:30,47.705552,-122.323187,POINT (-122.323187 47.705552),F190064615,808
11311 31st Av Ne,Aid Response,5/2/19 19:35,47.710288,-122.294831,POINT (-122.294831 47.710288),F190044312,809
1601 E Yesler Way,Trans to AMR,5/2/19 19:37,47.601683,-122.311556,POINT (-122.311556 47.601683),F190044315,810
8201 Lake City Way Ne,Auto Fire Alarm,5/2/19 19:37,47.688503,-122.31076,POINT (-122.31076 47.688503),F190044313,811
7100 42nd Av S,Aid Response,5/2/19 19:40,47.538758,-122.280767,POINT (-122.280767 47.538758),F190044316,812
1701 18th Av S,Aid Response,5/2/19 19:42,47.588414,-122.309467,POINT (-122.309467 47.588414),F190044317,813
3rd Av / Columbia St,Aid Response,5/2/19 19:43,47.604197,-122.332714,POINT (-122.332714 47.604197),F190044318,814
2208 15th Av W,Aid Response,4/26/19 07:40,47.638695,-122.376149,POINT (-122.376149 47.638695),F190041686,815
424 Minor Av N,Trans to AMR,6/20/19 18:30,47.622242,-122.332995,POINT (-122.332995 47.622242),F190064614,816
23RD AV E / E JOHN ST,Rescue Extrication,6/6/19 12:48,47.620207,-122.3025,POINT (-122.3025 47.620207),F190058852,817
8498 Seaview Pl Nw,Auto Fire Alarm,4/26/19 07:46,47.69064,-122.401969,POINT (-122.401969 47.69064),F190041687,818
1420 5th Av,4RED - 2 + 1 + 1,6/20/19 18:42,47.609878,-122.334842,POINT (-122.334842 47.609878),F190064621,819
5504 S Wallace St,Aid Response,4/26/19 07:52,47.497399,-122.264222,POINT (-122.264222 47.497399),F190041689,820
5300 24th Av Ne,Aid Response,4/26/19 07:53,47.66707,-122.301946,POINT (-122.301946 47.66707),F190041688,821
700 Nw 42nd St,Aid Response,6/20/19 18:52,47.657761,-122.365036,POINT (-122.365036 47.657761),F190064626,822
7711 43rd Av Ne,Automatic Fire Alarm False,6/20/19 18:52,47.68491,-122.282094,POINT (-122.282094 47.68491),F190064625,823
1400 Nw 56th St,Aid Response,6/20/19 18:53,47.669441,-122.373587,POINT (-122.373587 47.669441),F190064628,824
5926 32nd Av Sw,Aid Response,6/20/19 18:55,47.548792,-122.373681,POINT (-122.373681 47.548792),F190064629,825
5100 40th Av Ne,Aid Response,6/20/19 18:56,47.666139,-122.2848,POINT (-122.2848 47.666139),F190064630,826
1522 12th Av,Aid Response,6/20/19 19:15,47.614353,-122.31684,POINT (-122.31684 47.614353),F190064635,827
5900 37th Av S,Rubbish Fire,6/20/19 19:16,47.549748,-122.286273,POINT (-122.286273 47.549748),F190064636,828
43 Etruria St,Aid Response,6/6/19 18:22,47.647775,-122.35679,POINT (-122.35679 47.647775),F190058978,829
15th Av Ne / Lake City Way Ne,Aid Response,6/6/19 18:40,47.687516,-122.312173,POINT (-122.312173 47.687516),F190058982,830
823 Madison St,Water Job Minor,6/6/19 18:44,47.608054,-122.32821,POINT (-122.32821 47.608054),F190058985,831
10550 Midvale Av N,Aid Response,5/16/19 08:02,47.705501,-122.343337,POINT (-122.343337 47.705501),F190049674,832
1118 5TH AV,Medic Response,5/16/19 08:04,47.60739,-122.332564,POINT (-122.332564 47.60739),F190049676,833
1415 Ne 43rd St,Aid Response,5/16/19 08:04,47.659791,-122.312996,POINT (-122.312996 47.659791),F190049675,834
2024 3rd Av,Aid Response,6/20/19 19:20,47.612578,-122.341197,POINT (-122.341197 47.612578),F190064637,835
3820 Rainier Av S,Bark Fire,7/1/19 03:11,47.569608,-122.290486,POINT (-122.290486 47.569608),F190068806,836
NB I5 AT SPOKANE,MVI Freeway,5/9/19 10:31,47.552107,-122.316869,POINT (-122.316869 47.552107),F190046892,837
2409 22nd Av E,Auto Fire Alarm,5/9/19 10:31,47.640388,-122.3038,POINT (-122.3038 47.640388),F190046891,838
3321 E Valley St,Automatic Fire Alarm Resd,5/9/19 10:33,47.626175,-122.289248,POINT (-122.289248 47.626175),F190046893,839
106 Bell St,Trans to AMR,5/9/19 10:34,47.613416,-122.34646,POINT (-122.34646 47.613416),F190046894,840
3204 Sw Morgan St,Aid Response,5/2/19 19:46,47.544669,-122.373777,POINT (-122.373777 47.544669),F190044319,841
8332 Beacon Av S,Aid Response,5/2/19 19:48,47.5291,-122.2878,POINT (-122.2878 47.5291),F190044320,842
3rd Av / Pike St,Aid Response,6/6/19 13:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F190058854,843
13000 Linden Av N,Trans to AMR,6/6/19 13:22,47.723218,-122.348195,POINT (-122.348195 47.723218),F190058860,844
5433 Leary Av Nw,Aid Response Yellow,5/2/19 20:00,47.66749,-122.383093,POINT (-122.383093 47.66749),F190044323,845
415 10th Av,Aid Response,5/2/19 20:02,47.605346,-122.319413,POINT (-122.319413 47.605346),F190044324,846
219 Broadway E,Aid Response,5/2/19 20:02,47.620123,-122.320876,POINT (-122.320876 47.620123),F190044325,847
2611 S Dearborn St,Aid Response,5/2/19 20:02,47.595541,-122.298643,POINT (-122.298643 47.595541),F190044326,848
2020 S Jackson St,Alarm Bell,5/2/19 20:03,47.599261,-122.305258,POINT (-122.305258 47.599261),F190044327,849
4638 S Austin St,Aid Response Yellow,6/21/19 00:17,47.534702,-122.274812,POINT (-122.274812 47.534702),F190064718,850
2824 Rainier Av S,Trans to AMR,6/21/19 00:17,47.578148,-122.297997,POINT (-122.297997 47.578148),F190064717,851
2709 3rd Av,Aid Response,5/2/19 20:14,47.617176,-122.348974,POINT (-122.348974 47.617176),F190044328,852
220 11TH AV,Medic Response,5/16/19 08:21,47.60368,-122.318103,POINT (-122.318103 47.60368),F190049680,853
2024 3rd Av,Aid Response,5/16/19 08:21,47.612578,-122.341197,POINT (-122.341197 47.612578),F190049679,854
116 Fairview Av N,Aid Response Yellow,7/1/19 03:39,47.618693,-122.334256,POINT (-122.334256 47.618693),F190068811,855
3211 Sw Avalon Way,Aid Response,7/1/19 03:43,47.564575,-122.372621,POINT (-122.372621 47.564575),F190068813,856
190 Queen Anne Av N,Trans to AMR,4/26/19 08:02,47.619666,-122.356748,POINT (-122.356748 47.619666),F190041691,857
1533 Western Av,Trans to AMR,4/26/19 08:03,47.608682,-122.341421,POINT (-122.341421 47.608682),F190041692,858
3019 S Brighton St,Trans to AMR,4/26/19 08:06,47.541318,-122.293091,POINT (-122.293091 47.541318),F190041693,859
8517 AURORA AV N,Medic Response,4/26/19 08:08,47.690681,-122.344523,POINT (-122.344523 47.690681),F190041694,860
711 S Trenton St,Aid Response,6/20/19 23:03,47.524772,-122.325315,POINT (-122.325315 47.524772),F190064701,861
619 3rd Av,Scenes Of Violence 7,6/20/19 23:11,47.6029,-122.331529,POINT (-122.331529 47.6029),F190064705,862
5433 Leary Av Nw,Automatic Medical Alarm,7/1/19 03:46,47.66749,-122.383093,POINT (-122.383093 47.66749),F190068814,863
1499 S Columbian Way,Aid Response,5/30/19 16:18,47.569166,-122.31343,POINT (-122.31343 47.569166),F190056144,864
105 5th Av S,Aid Response,5/30/19 16:18,47.601643,-122.327656,POINT (-122.327656 47.601643),F190056145,865
6th Av / Union St,Aid Response,5/30/19 16:19,47.61015,-122.333556,POINT (-122.333556 47.61015),F190056146,866
400 S Jackson St,Illegal Burn,5/2/19 22:58,47.599197,-122.328968,POINT (-122.328968 47.599197),F190044366,867
12th Av Ne / Lake City Way Ne,MVI - Motor Vehicle Incident,5/9/19 16:26,47.685366,-122.315017,POINT (-122.315017 47.685366),F190047030,868
533 3rd Av W,Aid Response,5/9/19 16:26,47.623717,-122.360635,POINT (-122.360635 47.623717),F190047031,869
607 3rd Av,Trans to AMR,7/1/19 03:55,47.602813,-122.331449,POINT (-122.331449 47.602813),F190068815,870
2821 S Walden St,Aid Response,5/16/19 10:11,47.572163,-122.296173,POINT (-122.296173 47.572163),F190049717,871
6226 22nd Av Ne,Aid Response Yellow,5/23/19 16:48,47.673738,-122.304416,POINT (-122.304416 47.673738),F190052434,872
3001 S Myrtle St,Aid Response,5/23/19 16:53,47.538902,-122.293225,POINT (-122.293225 47.538902),F190052435,873
20th Av / E Spruce St,Rescue Extrication,5/23/19 16:54,47.603513,-122.30635,POINT (-122.30635 47.603513),F190052437,874
20th Av / E Spruce St,Rescue Extrication,5/23/19 16:54,47.603513,-122.30635,POINT (-122.30635 47.603513),F190052436,875
3720 Montlake Blvd Ne,Aid Response,5/23/19 17:32,47.649404,-122.304574,POINT (-122.304574 47.649404),F190052446,876
5952 26th Av Sw,Aid Response,5/23/19 17:34,47.549642,-122.365584,POINT (-122.365584 47.549642),F190052447,877
7524 35th Av Sw,Aid Response,5/2/19 21:20,47.535284,-122.376607,POINT (-122.376607 47.535284),F190044351,878
Nw 56th St / 15th Av Nw,Trans to AMR,5/2/19 21:25,47.669442,-122.376214,POINT (-122.376214 47.669442),F190044352,879
5th Av / Stewart St,Aid Response,5/2/19 21:38,47.612958,-122.337873,POINT (-122.337873 47.612958),F190044354,880
Rainier Av S / S Forest St,Aid Response,5/2/19 21:50,47.577526,-122.297522,POINT (-122.297522 47.577526),F190044355,881
2920 Eastlake Av E,Medic Response,5/2/19 21:54,47.647519,-122.324414,POINT (-122.324414 47.647519),F190044356,882
2828 33rd Av S,Aid Response,5/2/19 22:15,47.57809,-122.290869,POINT (-122.290869 47.57809),F190044357,883
1000 Queen Anne Av N,Rescue Elevator,5/2/19 22:19,47.628333,-122.356681,POINT (-122.356681 47.628333),F190044358,884
107 Cherry St,Auto Fire Alarm,6/20/19 19:27,47.602588,-122.334202,POINT (-122.334202 47.602588),F190064638,885
7711 43rd Av Ne,Auto Fire Alarm,6/20/19 19:30,47.68491,-122.282094,POINT (-122.282094 47.68491),F190064640,886
140 Broadway E,Aid Response,5/2/19 20:49,47.619205,-122.320862,POINT (-122.320862 47.619205),F190044339,887
1709 S Angeline St,Aid Response,5/2/19 20:50,47.560521,-122.310451,POINT (-122.310451 47.560521),F190044340,888
25th Av Ne / Ne 80th St,Aid Response,5/2/19 20:51,47.686674,-122.300869,POINT (-122.300869 47.686674),F190044341,889
3130 Alaskan Way,Rubbish Fire,5/2/19 21:03,47.616824,-122.357604,POINT (-122.357604 47.616824),F190044346,890
9000 20th Av Sw,Aid Response,5/2/19 21:03,47.522863,-122.359142,POINT (-122.359142 47.522863),F190044344,891
4555 39th Av Sw,Aid Response,7/1/19 04:02,47.562466,-122.381391,POINT (-122.381391 47.562466),F190068816,892
4600 22nd Av Ne,Aid Response,7/1/19 04:03,47.661806,-122.304656,POINT (-122.304656 47.661806),F190068817,893
2616 W Bertona St,Aid Response,5/30/19 16:21,47.650316,-122.390091,POINT (-122.390091 47.650316),F190056148,894
13000 Linden Av N,Aid Response,5/30/19 16:28,47.723218,-122.348195,POINT (-122.348195 47.723218),F190056151,895
4733 51st Av S,Aid Response,5/30/19 16:32,47.560199,-122.269443,POINT (-122.269443 47.560199),F190056152,896
11749 Greenwood Av N,Aid Response Yellow,5/16/19 09:16,47.714451,-122.355517,POINT (-122.355517 47.714451),F190049697,897
510 Boren Av N,Trans to AMR,5/30/19 16:35,47.623322,-122.335837,POINT (-122.335837 47.623322),F190056154,898
3716 S Angeline St,Aid Response,5/30/19 16:36,47.559462,-122.285213,POINT (-122.285213 47.559462),F190056155,899
S Washington St / 3rd Av S,Medic Response,5/16/19 09:21,47.600877,-122.330268,POINT (-122.330268 47.600877),F190049698,900
1250 1st Av S,Aid Response,5/16/19 09:28,47.592049,-122.334195,POINT (-122.334195 47.592049),F190049701,901
1050 James St,Rescue Elevator,5/16/19 09:33,47.606255,-122.323074,POINT (-122.323074 47.606255),F190049703,902
6th Av / Yesler Way,Aid Response,5/16/19 09:36,47.60171,-122.326351,POINT (-122.326351 47.60171),F190049704,903
223 W Galer St,Medic Response- 7 per Rule,5/16/19 09:45,47.632321,-122.359809,POINT (-122.359809 47.632321),F190049707,904
9455 27th Av Sw,Aid Response,5/16/19 09:49,47.518178,-122.367277,POINT (-122.367277 47.518178),F190049708,905
2466 55th Av Sw,Aid Response,5/16/19 09:56,47.581731,-122.402616,POINT (-122.402616 47.581731),F190049710,906
